date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:55:18	11084/11084	---M--	200	added ('OK')	text/css	etag:%221da221889f5fecc%22	https://localhost:7162/assets/css/plugins/ion.rangeSlider.min.css	C:/My%20Web%20Sites/cart/localhost_7162/assets/css/plugins/ion.rangeSlider.min.css	(from https://localhost:7162/User/Checkout)
23:55:18	4137/4137	---M--	200	added ('OK')	text/css	etag:%221da221889f5c5a9%22	https://localhost:7162/assets/css/plugins/photoswipe.css	C:/My%20Web%20Sites/cart/localhost_7162/assets/css/plugins/photoswipe.css	(from https://localhost:7162/User/Checkout)
23:55:19	12331/12331	---M--	200	added ('OK')	text/css	etag:%221da221889f5e5ab%22	https://localhost:7162/assets/css/plugins/photoswipe-default-skin.css	C:/My%20Web%20Sites/cart/localhost_7162/assets/css/plugins/photoswipe-default-skin.css	(from https://localhost:7162/User/Checkout)
23:55:19	6951/6951	---M--	200	added ('OK')	text/css	etag:%221da221889f5cea7%22	https://localhost:7162/assets/css/plugins/magnific-popup.css	C:/My%20Web%20Sites/cart/localhost_7162/assets/css/plugins/magnific-popup.css	(from https://localhost:7162/User/Checkout)
23:55:19	1776/1776	---M--	200	added ('OK')	text/css	etag:%221da22188a8e6af0%22	https://localhost:7162/assets/css/plugins/slick.css	C:/My%20Web%20Sites/cart/localhost_7162/assets/css/plugins/slick.css	(from https://localhost:7162/User/Checkout)
23:55:19	261441/261441	---M--	200	added ('OK')	text/css	etag:%221da221889f628c1%22	https://localhost:7162/assets/css/style.min.css	C:/My%20Web%20Sites/cart/localhost_7162/assets/css/style.min.css	(from https://localhost:7162/User/Checkout)
23:55:20	79505/79505	---MC-	200	added ('OK')	text/html	date:Tue,%2028%20Nov%202023%2018:25:19%20GMT	https://localhost:7162/User/Index	C:/My%20Web%20Sites/cart/localhost_7162/User/Index.html	(from https://localhost:7162/User/Checkout)
23:55:20	0/0	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2028%20Nov%202023%2018:25:20%20GMT	https://localhost:7162/User/index-2.html	C:/My%20Web%20Sites/cart/localhost_7162/User/index-2.11.delayed	(from https://localhost:7162/User/Checkout)
23:55:20	0/0	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2028%20Nov%202023%2018:25:20%20GMT	https://localhost:7162/User/index-3.html	C:/My%20Web%20Sites/cart/localhost_7162/User/index-3.12.delayed	(from https://localhost:7162/User/Checkout)
23:55:21	0/0	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2028%20Nov%202023%2018:25:20%20GMT	https://localhost:7162/User/index-4.html	C:/My%20Web%20Sites/cart/localhost_7162/User/index-4.13.delayed	(from https://localhost:7162/User/Checkout)
23:55:21	0/0	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2028%20Nov%202023%2018:25:20%20GMT	https://localhost:7162/User/index-5.html	C:/My%20Web%20Sites/cart/localhost_7162/User/index-5.14.delayed	(from https://localhost:7162/User/Checkout)
23:55:21	69908/69908	---MC-	200	added ('OK')	text/html	date:Tue,%2028%20Nov%202023%2018:25:20%20GMT	https://localhost:7162/User/Cart	C:/My%20Web%20Sites/cart/localhost_7162/User/Cart.html	(from https://localhost:7162/User/Checkout)
23:55:21	0/0	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2028%20Nov%202023%2018:25:21%20GMT	https://localhost:7162/User/index-6.html	C:/My%20Web%20Sites/cart/localhost_7162/User/index-6.15.delayed	(from https://localhost:7162/User/Checkout)
23:55:21	0/0	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2028%20Nov%202023%2018:25:21%20GMT	https://localhost:7162/User/index-7.html	C:/My%20Web%20Sites/cart/localhost_7162/User/index-7.16.delayed	(from https://localhost:7162/User/Checkout)
23:55:21	0/0	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2028%20Nov%202023%2018:25:21%20GMT	https://localhost:7162/User/index-8.html	C:/My%20Web%20Sites/cart/localhost_7162/User/index-8.17.delayed	(from https://localhost:7162/User/Checkout)
23:55:22	0/0	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2028%20Nov%202023%2018:25:21%20GMT	https://localhost:7162/User/index-9.html	C:/My%20Web%20Sites/cart/localhost_7162/User/index-9.18.delayed	(from https://localhost:7162/User/Checkout)
23:55:22	0/0	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2028%20Nov%202023%2018:25:22%20GMT	https://localhost:7162/User/index-10.html	C:/My%20Web%20Sites/cart/localhost_7162/User/index-10.19.delayed	(from https://localhost:7162/User/Checkout)
23:55:22	0/0	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2028%20Nov%202023%2018:25:22%20GMT	https://localhost:7162/User/index-11.html	C:/My%20Web%20Sites/cart/localhost_7162/User/index-11.1a.delayed	(from https://localhost:7162/User/Checkout)
23:55:22	0/0	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2028%20Nov%202023%2018:25:22%20GMT	https://localhost:7162/User/shop.html	C:/My%20Web%20Sites/cart/localhost_7162/User/shop.1b.delayed	(from https://localhost:7162/User/Checkout)
23:55:23	0/0	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2028%20Nov%202023%2018:25:22%20GMT	https://localhost:7162/User/shop-left-sidebar.html	C:/My%20Web%20Sites/cart/localhost_7162/User/shop-left-sidebar.1c.delayed	(from https://localhost:7162/User/Checkout)
23:55:23	0/0	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2028%20Nov%202023%2018:25:23%20GMT	https://localhost:7162/User/shop-right-sidebar.html	C:/My%20Web%20Sites/cart/localhost_7162/User/shop-right-sidebar.1d.delayed	(from https://localhost:7162/User/Checkout)
23:55:23	0/0	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2028%20Nov%202023%2018:25:23%20GMT	https://localhost:7162/User/shop-fullwidth-no-gutters.html	C:/My%20Web%20Sites/cart/localhost_7162/User/shop-fullwidth-no-gutters.1e.delayed	(from https://localhost:7162/User/Checkout)
23:55:23	0/0	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2028%20Nov%202023%2018:25:23%20GMT	https://localhost:7162/User/shop-fullwidth.html	C:/My%20Web%20Sites/cart/localhost_7162/User/shop-fullwidth.1f.delayed	(from https://localhost:7162/User/Checkout)
23:55:24	0/0	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2028%20Nov%202023%2018:25:23%20GMT	https://localhost:7162/User/shop-fullwidth-left-sidebar.html	C:/My%20Web%20Sites/cart/localhost_7162/User/shop-fullwidth-left-sidebar.20.delayed	(from https://localhost:7162/User/Checkout)
23:55:24	0/0	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2028%20Nov%202023%2018:25:23%20GMT	https://localhost:7162/User/shop-fullwidth-right-sidebar.html	C:/My%20Web%20Sites/cart/localhost_7162/User/shop-fullwidth-right-sidebar.21.delayed	(from https://localhost:7162/User/Checkout)
23:55:24	0/0	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2028%20Nov%202023%2018:25:24%20GMT	https://localhost:7162/User/product-details.html	C:/My%20Web%20Sites/cart/localhost_7162/User/product-details.22.delayed	(from https://localhost:7162/User/Checkout)
23:55:24	0/0	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2028%20Nov%202023%2018:25:24%20GMT	https://localhost:7162/User/product-details-fullwidth.html	C:/My%20Web%20Sites/cart/localhost_7162/User/product-details-fullwidth.23.delayed	(from https://localhost:7162/User/Checkout)
23:55:25	0/0	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2028%20Nov%202023%2018:25:24%20GMT	https://localhost:7162/User/product-details-sticky.html	C:/My%20Web%20Sites/cart/localhost_7162/User/product-details-sticky.24.delayed	(from https://localhost:7162/User/Checkout)
23:55:25	0/0	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2028%20Nov%202023%2018:25:24%20GMT	https://localhost:7162/User/product-details-sidebar.html	C:/My%20Web%20Sites/cart/localhost_7162/User/product-details-sidebar.25.delayed	(from https://localhost:7162/User/Checkout)
23:55:25	0/0	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2028%20Nov%202023%2018:25:25%20GMT	https://localhost:7162/User/product-details-extra-content.html	C:/My%20Web%20Sites/cart/localhost_7162/User/product-details-extra-content.26.delayed	(from https://localhost:7162/User/Checkout)
23:55:25	0/0	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2028%20Nov%202023%2018:25:25%20GMT	https://localhost:7162/User/product-details-image-variation.html	C:/My%20Web%20Sites/cart/localhost_7162/User/product-details-image-variation.27.delayed	(from https://localhost:7162/User/Checkout)
23:55:26	0/0	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2028%20Nov%202023%2018:25:25%20GMT	https://localhost:7162/User/product-details-group.html	C:/My%20Web%20Sites/cart/localhost_7162/User/product-details-group.28.delayed	(from https://localhost:7162/User/Checkout)
23:55:26	0/0	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2028%20Nov%202023%2018:25:25%20GMT	https://localhost:7162/User/product-details-360.html	C:/My%20Web%20Sites/cart/localhost_7162/User/product-details-360.29.delayed	(from https://localhost:7162/User/Checkout)
23:55:26	0/0	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2028%20Nov%202023%2018:25:26%20GMT	https://localhost:7162/User/product-details-background.html	C:/My%20Web%20Sites/cart/localhost_7162/User/product-details-background.2a.delayed	(from https://localhost:7162/User/Checkout)
23:55:26	0/0	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2028%20Nov%202023%2018:25:26%20GMT	https://localhost:7162/User/shopping-cart.html	C:/My%20Web%20Sites/cart/localhost_7162/User/shopping-cart.2b.delayed	(from https://localhost:7162/User/Checkout)
23:55:27	0/0	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2028%20Nov%202023%2018:25:26%20GMT	https://localhost:7162/User/checkout.html	C:/My%20Web%20Sites/cart/localhost_7162/User/checkout.2c.delayed	(from https://localhost:7162/User/Checkout)
23:55:27	0/0	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2028%20Nov%202023%2018:25:26%20GMT	https://localhost:7162/User/order-tracking.html	C:/My%20Web%20Sites/cart/localhost_7162/User/order-tracking.2d.delayed	(from https://localhost:7162/User/Checkout)
23:55:27	71935/71935	---MC-	200	added ('OK')	text/html	date:Tue,%2028%20Nov%202023%2018:25:27%20GMT	https://localhost:7162/User/Wishlist	C:/My%20Web%20Sites/cart/localhost_7162/User/Wishlist.html	(from https://localhost:7162/User/Checkout)
23:55:27	0/0	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2028%20Nov%202023%2018:25:27%20GMT	https://localhost:7162/User/login-register.html	C:/My%20Web%20Sites/cart/localhost_7162/User/login-register.2f.delayed	(from https://localhost:7162/User/Checkout)
23:55:28	0/0	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2028%20Nov%202023%2018:25:27%20GMT	https://localhost:7162/User/lost-password.html	C:/My%20Web%20Sites/cart/localhost_7162/User/lost-password.30.delayed	(from https://localhost:7162/User/Checkout)
23:55:28	0/0	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2028%20Nov%202023%2018:25:27%20GMT	https://localhost:7162/User/portfolio-3-columns.html	C:/My%20Web%20Sites/cart/localhost_7162/User/portfolio-3-columns.31.delayed	(from https://localhost:7162/User/Checkout)
23:55:28	0/0	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2028%20Nov%202023%2018:25:28%20GMT	https://localhost:7162/User/portfolio-4-columns.html	C:/My%20Web%20Sites/cart/localhost_7162/User/portfolio-4-columns.32.delayed	(from https://localhost:7162/User/Checkout)
23:55:29	0/0	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2028%20Nov%202023%2018:25:28%20GMT	https://localhost:7162/User/portfolio-5-columns.html	C:/My%20Web%20Sites/cart/localhost_7162/User/portfolio-5-columns.33.delayed	(from https://localhost:7162/User/Checkout)
23:55:29	0/0	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2028%20Nov%202023%2018:25:28%20GMT	https://localhost:7162/User/portfolio-details.html	C:/My%20Web%20Sites/cart/localhost_7162/User/portfolio-details.34.delayed	(from https://localhost:7162/User/Checkout)
23:55:29	0/0	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2028%20Nov%202023%2018:25:28%20GMT	https://localhost:7162/User/elements-products.html	C:/My%20Web%20Sites/cart/localhost_7162/User/elements-products.35.delayed	(from https://localhost:7162/User/Checkout)
23:55:29	0/0	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2028%20Nov%202023%2018:25:29%20GMT	https://localhost:7162/User/elements-products-tabs.html	C:/My%20Web%20Sites/cart/localhost_7162/User/elements-products-tabs.36.delayed	(from https://localhost:7162/User/Checkout)
23:55:30	0/0	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2028%20Nov%202023%2018:25:29%20GMT	https://localhost:7162/User/elements-product-sale-banner.html	C:/My%20Web%20Sites/cart/localhost_7162/User/elements-product-sale-banner.37.delayed	(from https://localhost:7162/User/Checkout)
23:55:30	0/0	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2028%20Nov%202023%2018:25:29%20GMT	https://localhost:7162/User/elements-category-banner.html	C:/My%20Web%20Sites/cart/localhost_7162/User/elements-category-banner.38.delayed	(from https://localhost:7162/User/Checkout)
23:55:30	0/0	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2028%20Nov%202023%2018:25:29%20GMT	https://localhost:7162/User/elements-team.html	C:/My%20Web%20Sites/cart/localhost_7162/User/elements-team.39.delayed	(from https://localhost:7162/User/Checkout)
23:55:30	0/0	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2028%20Nov%202023%2018:25:30%20GMT	https://localhost:7162/User/elements-testimonials.html	C:/My%20Web%20Sites/cart/localhost_7162/User/elements-testimonials.3a.delayed	(from https://localhost:7162/User/Checkout)
23:55:30	0/0	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2028%20Nov%202023%2018:25:30%20GMT	https://localhost:7162/User/elements-instagram.html	C:/My%20Web%20Sites/cart/localhost_7162/User/elements-instagram.3b.delayed	(from https://localhost:7162/User/Checkout)
23:55:31	0/0	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2028%20Nov%202023%2018:25:30%20GMT	https://localhost:7162/User/elements-map.html	C:/My%20Web%20Sites/cart/localhost_7162/User/elements-map.3c.delayed	(from https://localhost:7162/User/Checkout)
23:55:31	0/0	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2028%20Nov%202023%2018:25:30%20GMT	https://localhost:7162/User/elements-icon-box.html	C:/My%20Web%20Sites/cart/localhost_7162/User/elements-icon-box.3d.delayed	(from https://localhost:7162/User/Checkout)
23:55:31	0/0	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2028%20Nov%202023%2018:25:31%20GMT	https://localhost:7162/User/elements-buttons.html	C:/My%20Web%20Sites/cart/localhost_7162/User/elements-buttons.3e.delayed	(from https://localhost:7162/User/Checkout)
23:55:32	0/0	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2028%20Nov%202023%2018:25:31%20GMT	https://localhost:7162/User/elements-faq.html	C:/My%20Web%20Sites/cart/localhost_7162/User/elements-faq.3f.delayed	(from https://localhost:7162/User/Checkout)
23:55:32	0/0	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2028%20Nov%202023%2018:25:31%20GMT	https://localhost:7162/User/elements-brands.html	C:/My%20Web%20Sites/cart/localhost_7162/User/elements-brands.40.delayed	(from https://localhost:7162/User/Checkout)
23:55:32	0/0	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2028%20Nov%202023%2018:25:31%20GMT	https://localhost:7162/User/blog-right-sidebar.html	C:/My%20Web%20Sites/cart/localhost_7162/User/blog-right-sidebar.41.delayed	(from https://localhost:7162/User/Checkout)
23:55:32	0/0	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2028%20Nov%202023%2018:25:32%20GMT	https://localhost:7162/User/blog-left-sidebar.html	C:/My%20Web%20Sites/cart/localhost_7162/User/blog-left-sidebar.42.delayed	(from https://localhost:7162/User/Checkout)
23:55:33	0/0	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2028%20Nov%202023%2018:25:32%20GMT	https://localhost:7162/User/blog-fullwidth.html	C:/My%20Web%20Sites/cart/localhost_7162/User/blog-fullwidth.43.delayed	(from https://localhost:7162/User/Checkout)
23:55:33	0/0	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2028%20Nov%202023%2018:25:32%20GMT	https://localhost:7162/User/blog-grid-right-sidebar.html	C:/My%20Web%20Sites/cart/localhost_7162/User/blog-grid-right-sidebar.44.delayed	(from https://localhost:7162/User/Checkout)
23:55:33	0/0	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2028%20Nov%202023%2018:25:32%20GMT	https://localhost:7162/User/blog-grid-left-sidebar.html	C:/My%20Web%20Sites/cart/localhost_7162/User/blog-grid-left-sidebar.45.delayed	(from https://localhost:7162/User/Checkout)
23:55:33	0/0	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2028%20Nov%202023%2018:25:33%20GMT	https://localhost:7162/User/blog-grid-fullwidth.html	C:/My%20Web%20Sites/cart/localhost_7162/User/blog-grid-fullwidth.46.delayed	(from https://localhost:7162/User/Checkout)
23:55:34	0/0	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2028%20Nov%202023%2018:25:33%20GMT	https://localhost:7162/User/blog-list-right-sidebar.html	C:/My%20Web%20Sites/cart/localhost_7162/User/blog-list-right-sidebar.47.delayed	(from https://localhost:7162/User/Checkout)
23:55:34	0/0	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2028%20Nov%202023%2018:25:33%20GMT	https://localhost:7162/User/blog-list-left-sidebar.html	C:/My%20Web%20Sites/cart/localhost_7162/User/blog-list-left-sidebar.48.delayed	(from https://localhost:7162/User/Checkout)
23:55:34	0/0	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2028%20Nov%202023%2018:25:33%20GMT	https://localhost:7162/User/blog-list-fullwidth.html	C:/My%20Web%20Sites/cart/localhost_7162/User/blog-list-fullwidth.49.delayed	(from https://localhost:7162/User/Checkout)
23:55:34	0/0	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2028%20Nov%202023%2018:25:34%20GMT	https://localhost:7162/User/blog-masonry-right-sidebar.html	C:/My%20Web%20Sites/cart/localhost_7162/User/blog-masonry-right-sidebar.4a.delayed	(from https://localhost:7162/User/Checkout)
23:55:35	0/0	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2028%20Nov%202023%2018:25:34%20GMT	https://localhost:7162/User/blog-masonry-left-sidebar.html	C:/My%20Web%20Sites/cart/localhost_7162/User/blog-masonry-left-sidebar.4b.delayed	(from https://localhost:7162/User/Checkout)
23:55:35	0/0	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2028%20Nov%202023%2018:25:34%20GMT	https://localhost:7162/User/blog-masonry-fullwidth.html	C:/My%20Web%20Sites/cart/localhost_7162/User/blog-masonry-fullwidth.4c.delayed	(from https://localhost:7162/User/Checkout)
23:55:35	0/0	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2028%20Nov%202023%2018:25:34%20GMT	https://localhost:7162/User/blog-details-right-sidebar.html	C:/My%20Web%20Sites/cart/localhost_7162/User/blog-details-right-sidebar.4d.delayed	(from https://localhost:7162/User/Checkout)
23:55:35	0/0	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2028%20Nov%202023%2018:25:35%20GMT	https://localhost:7162/User/blog-details-left-sidebar.html	C:/My%20Web%20Sites/cart/localhost_7162/User/blog-details-left-sidebar.4e.delayed	(from https://localhost:7162/User/Checkout)
23:55:36	0/0	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2028%20Nov%202023%2018:25:35%20GMT	https://localhost:7162/User/blog-details-fullwidth.html	C:/My%20Web%20Sites/cart/localhost_7162/User/blog-details-fullwidth.4f.delayed	(from https://localhost:7162/User/Checkout)
23:55:36	0/0	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2028%20Nov%202023%2018:25:35%20GMT	https://localhost:7162/User/about-us.html	C:/My%20Web%20Sites/cart/localhost_7162/User/about-us.50.delayed	(from https://localhost:7162/User/Checkout)
23:55:36	0/0	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2028%20Nov%202023%2018:25:35%20GMT	https://localhost:7162/User/about-us-2.html	C:/My%20Web%20Sites/cart/localhost_7162/User/about-us-2.51.delayed	(from https://localhost:7162/User/Checkout)
23:55:36	0/0	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2028%20Nov%202023%2018:25:36%20GMT	https://localhost:7162/User/contact-us.html	C:/My%20Web%20Sites/cart/localhost_7162/User/contact-us.52.delayed	(from https://localhost:7162/User/Checkout)
23:55:37	0/0	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2028%20Nov%202023%2018:25:36%20GMT	https://localhost:7162/User/coming-soon.html	C:/My%20Web%20Sites/cart/localhost_7162/User/coming-soon.53.delayed	(from https://localhost:7162/User/Checkout)
23:55:37	0/0	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2028%20Nov%202023%2018:25:36%20GMT	https://localhost:7162/User/404.html	C:/My%20Web%20Sites/cart/localhost_7162/User/404.54.delayed	(from https://localhost:7162/User/Checkout)
23:55:37	0/0	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2028%20Nov%202023%2018:25:36%20GMT	https://localhost:7162/User/assets/images/others/pay-2.webp	C:/My%20Web%20Sites/cart/localhost_7162/User/assets/images/others/pay-2.55.delayed	(from https://localhost:7162/User/Checkout)
23:55:37	11841/11841	---M--	200	added ('OK')	application/javascript	etag:%221da22189417fa41%22	https://localhost:7162/assets/js/vendor/modernizr-3.6.0.min.js	C:/My%20Web%20Sites/cart/localhost_7162/assets/js/vendor/modernizr-3.6.0.min.js	(from https://localhost:7162/User/Checkout)
23:55:38	149581/149581	---M--	200	added ('OK')	application/javascript	etag:%221da221894159c4d%22	https://localhost:7162/assets/js/vendor/jquery-3.4.1.min.js	C:/My%20Web%20Sites/cart/localhost_7162/assets/js/vendor/jquery-3.4.1.min.js	(from https://localhost:7162/User/Checkout)
23:55:38	8990/8990	---M--	200	added ('OK')	application/javascript	etag:%221da22189417f71e%22	https://localhost:7162/assets/js/vendor/jquery-migrate-3.1.0.min.js	C:/My%20Web%20Sites/cart/localhost_7162/assets/js/vendor/jquery-migrate-3.1.0.min.js	(from https://localhost:7162/User/Checkout)
23:55:38	78699/78699	---M--	200	added ('OK')	application/javascript	etag:%221da22189416e76b%22	https://localhost:7162/assets/js/vendor/bootstrap.bundle.min.js	C:/My%20Web%20Sites/cart/localhost_7162/assets/js/vendor/bootstrap.bundle.min.js	(from https://localhost:7162/User/Checkout)
23:55:38	70357/70357	---M--	200	added ('OK')	application/javascript	etag:%221da2218937e2f55%22	https://localhost:7162/assets/js/plugins/select2.min.js	C:/My%20Web%20Sites/cart/localhost_7162/assets/js/plugins/select2.min.js	(from https://localhost:7162/User/Checkout)
23:55:39	2942/2942	---M--	200	added ('OK')	application/javascript	etag:%221da2218937f36fe%22	https://localhost:7162/assets/js/plugins/jquery.nice-select.min.js	C:/My%20Web%20Sites/cart/localhost_7162/assets/js/plugins/jquery.nice-select.min.js	(from https://localhost:7162/User/Checkout)
23:55:39	28461/28461	---M--	200	added ('OK')	application/javascript	etag:%221da2218937f52ad%22	https://localhost:7162/assets/js/plugins/perfect-scrollbar.min.js	C:/My%20Web%20Sites/cart/localhost_7162/assets/js/plugins/perfect-scrollbar.min.js	(from https://localhost:7162/User/Checkout)
23:55:39	139009/139009	---M--	200	added ('OK')	application/javascript	etag:%221da2218937d2281%22	https://localhost:7162/assets/js/plugins/swiper.min.js	C:/My%20Web%20Sites/cart/localhost_7162/assets/js/plugins/swiper.min.js	(from https://localhost:7162/User/Checkout)
23:55:39	53180/53180	---M--	200	added ('OK')	application/javascript	etag:%221da2218937ff23c%22	https://localhost:7162/assets/js/plugins/slick.min.js	C:/My%20Web%20Sites/cart/localhost_7162/assets/js/plugins/slick.min.js	(from https://localhost:7162/User/Checkout)
23:55:40	133621/133621	---M--	200	added ('OK')	application/javascript	etag:%221da2218937d3475%22	https://localhost:7162/assets/js/plugins/mo.min.js	C:/My%20Web%20Sites/cart/localhost_7162/assets/js/plugins/mo.min.js	(from https://localhost:7162/User/Checkout)
23:55:40	2381/2381	---M--	200	added ('OK')	application/javascript	etag:%221da2218937f34cd%22	https://localhost:7162/assets/js/plugins/jquery.ajaxchimp.min.js	C:/My%20Web%20Sites/cart/localhost_7162/assets/js/plugins/jquery.ajaxchimp.min.js	(from https://localhost:7162/User/Checkout)
23:55:40	5369/5369	---M--	200	added ('OK')	application/javascript	etag:%221da2218937f2979%22	https://localhost:7162/assets/js/plugins/jquery.countdown.min.js	C:/My%20Web%20Sites/cart/localhost_7162/assets/js/plugins/jquery.countdown.min.js	(from https://localhost:7162/User/Checkout)
